1, none, minecraft:the_void, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
6308, extreme_hills, terralith:volcanic_peaks, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
6309, extreme_hills, terralith:volcanic_peaks, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
6310, extreme_hills, terralith:volcanic_peaks, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
6311, extreme_hills, terralith:volcanic_peaks, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
6312, extreme_hills, terralith:volcanic_peaks, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
6313, extreme_hills, terralith:volcanic_peaks, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
6314, extreme_hills, terralith:volcanic_peaks, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
6315, extreme_hills, terralith:volcanic_peaks, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
6316, extreme_hills, terralith:volcanic_peaks, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
6317, extreme_hills, terralith:volcanic_peaks, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
6318, extreme_hills, terralith:volcanic_peaks, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
6319, extreme_hills, terralith:volcanic_peaks, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
6320, extreme_hills, terralith:volcanic_peaks, CREATURE, naturalist:snail, 10, 1, 3
6321, extreme_hills, terralith:volcanic_peaks, CREATURE, naturalist:bluejay, 10, 1, 4
6322, extreme_hills, terralith:volcanic_peaks, CREATURE, naturalist:canary, 10, 1, 4
6323, extreme_hills, terralith:volcanic_peaks, CREATURE, naturalist:robin, 10, 1, 4
6324, extreme_hills, terralith:volcanic_peaks, AMBIENT, minecraft:bat, 10, 8, 8
6325, extreme_hills, terralith:volcanic_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6326, forest, terralith:alpine_grove, MONSTER, minecraft:spider, 80, 4, 4
6327, forest, terralith:alpine_grove, MONSTER, minecraft:zombie, 80, 4, 4
6328, forest, terralith:alpine_grove, MONSTER, minecraft:zombie_villager, 10, 1, 1
6329, forest, terralith:alpine_grove, MONSTER, minecraft:skeleton, 80, 4, 4
6330, forest, terralith:alpine_grove, MONSTER, minecraft:slime, 80, 4, 4
6331, forest, terralith:alpine_grove, MONSTER, minecraft:enderman, 5, 1, 4
6332, forest, terralith:alpine_grove, MONSTER, minecraft:witch, 5, 1, 1
6333, forest, terralith:alpine_grove, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
6334, forest, terralith:alpine_grove, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
6335, forest, terralith:alpine_grove, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
6336, forest, terralith:alpine_grove, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
6337, forest, terralith:alpine_grove, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
6338, forest, terralith:alpine_grove, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
6339, forest, terralith:alpine_grove, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
6340, forest, terralith:alpine_grove, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
6341, forest, terralith:alpine_grove, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
6342, forest, terralith:alpine_grove, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
6343, forest, terralith:alpine_grove, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
6344, forest, terralith:alpine_grove, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
6345, forest, terralith:alpine_grove, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
6346, forest, terralith:alpine_grove, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
6347, forest, terralith:alpine_grove, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
6348, forest, terralith:alpine_grove, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
6349, forest, terralith:alpine_grove, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
6350, forest, terralith:alpine_grove, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
6351, forest, terralith:alpine_grove, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
6352, forest, terralith:alpine_grove, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
6353, forest, terralith:alpine_grove, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
6354, forest, terralith:alpine_grove, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
6355, forest, terralith:alpine_grove, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
6356, forest, terralith:alpine_grove, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
6357, forest, terralith:alpine_grove, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
6358, forest, terralith:alpine_grove, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
6359, forest, terralith:alpine_grove, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
6360, forest, terralith:alpine_grove, CREATURE, minecraft:sheep, 12, 8, 8
6361, forest, terralith:alpine_grove, CREATURE, minecraft:pig, 10, 8, 8
6362, forest, terralith:alpine_grove, CREATURE, minecraft:chicken, 10, 8, 8
6363, forest, terralith:alpine_grove, CREATURE, minecraft:cow, 10, 8, 8
6364, forest, terralith:alpine_grove, CREATURE, minecraft:wolf, 10, 4, 4
6365, forest, terralith:alpine_grove, CREATURE, minecraft:rabbit, 10, 2, 3
6366, forest, terralith:alpine_grove, CREATURE, minecraft:fox, 10, 2, 4
6367, forest, terralith:alpine_grove, CREATURE, naturalist:snail, 10, 1, 3
6368, forest, terralith:alpine_grove, CREATURE, minecraft:fox, 10, 2, 4
6369, forest, terralith:alpine_grove, CREATURE, naturalist:snake, 10, 1, 1
6370, forest, terralith:alpine_grove, CREATURE, minecraft:rabbit, 10, 2, 3
6371, forest, terralith:alpine_grove, CREATURE, naturalist:bear, 10, 1, 2
6372, forest, terralith:alpine_grove, CREATURE, naturalist:deer, 10, 1, 3
6373, forest, terralith:alpine_grove, CREATURE, naturalist:bluejay, 10, 1, 4
6374, forest, terralith:alpine_grove, CREATURE, hexerei:crow, 20, 2, 5
6375, forest, terralith:alpine_grove, CREATURE, naturalist:canary, 10, 1, 4
6376, forest, terralith:alpine_grove, CREATURE, naturalist:cardinal, 10, 1, 4
6377, forest, terralith:alpine_grove, CREATURE, naturalist:butterfly, 10, 1, 3
6378, forest, terralith:alpine_grove, CREATURE, naturalist:robin, 10, 1, 4
6379, forest, terralith:alpine_grove, AMBIENT, minecraft:bat, 10, 8, 8
6380, forest, terralith:alpine_grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6381, forest, terralith:alpine_grove, fireflies, naturalist:firefly, 10, 2, 3
6382, none, terralith:ashen_savanna, MONSTER, minecraft:spider, 80, 4, 4
6383, none, terralith:ashen_savanna, MONSTER, minecraft:zombie, 80, 4, 4
6384, none, terralith:ashen_savanna, MONSTER, minecraft:zombie_villager, 10, 1, 1
6385, none, terralith:ashen_savanna, MONSTER, minecraft:skeleton, 80, 4, 4
6386, none, terralith:ashen_savanna, MONSTER, minecraft:creeper, 80, 4, 4
6387, none, terralith:ashen_savanna, MONSTER, minecraft:slime, 80, 4, 4
6388, none, terralith:ashen_savanna, MONSTER, minecraft:enderman, 5, 1, 4
6389, none, terralith:ashen_savanna, MONSTER, minecraft:witch, 5, 1, 1
6390, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
6391, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
6392, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
6393, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
6394, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
6395, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
6396, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
6397, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
6398, none, terralith:ashen_savanna, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
6399, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
6400, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
6401, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
6402, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
6403, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
6404, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
6405, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
6406, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
6407, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
6408, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
6409, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
6410, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
6411, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
6412, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
6413, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
6414, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
6415, none, terralith:ashen_savanna, CREATURE, minecraft:sheep, 12, 8, 8
6416, none, terralith:ashen_savanna, CREATURE, minecraft:pig, 10, 8, 8
6417, none, terralith:ashen_savanna, CREATURE, minecraft:chicken, 10, 8, 8
6418, none, terralith:ashen_savanna, CREATURE, minecraft:cow, 10, 8, 8
6419, none, terralith:ashen_savanna, CREATURE, minecraft:horse, 10, 2, 6
6420, none, terralith:ashen_savanna, CREATURE, minecraft:donkey, 10, 1, 1
6421, none, terralith:ashen_savanna, CREATURE, minecraft:llama, 10, 4, 4
6422, none, terralith:ashen_savanna, CREATURE, naturalist:rhino, 15, 1, 3
6423, none, terralith:ashen_savanna, CREATURE, naturalist:snail, 10, 1, 3
6424, none, terralith:ashen_savanna, CREATURE, naturalist:zebra, 10, 2, 3
6425, none, terralith:ashen_savanna, CREATURE, naturalist:lion, 15, 3, 5
6426, none, terralith:ashen_savanna, CREATURE, naturalist:giraffe, 10, 2, 4
6427, none, terralith:ashen_savanna, CREATURE, naturalist:elephant, 10, 2, 3
6428, none, terralith:ashen_savanna, CREATURE, naturalist:boar, 15, 4, 4
6429, none, terralith:ashen_savanna, CREATURE, naturalist:hippo, 15, 3, 4
6430, none, terralith:ashen_savanna, CREATURE, naturalist:bluejay, 10, 1, 4
6431, none, terralith:ashen_savanna, CREATURE, naturalist:canary, 10, 1, 4
6432, none, terralith:ashen_savanna, CREATURE, naturalist:vulture, 15, 2, 4
6433, none, terralith:ashen_savanna, CREATURE, naturalist:cardinal, 10, 1, 4
6434, none, terralith:ashen_savanna, CREATURE, naturalist:robin, 10, 1, 4
6435, none, terralith:ashen_savanna, CREATURE, naturalist:rattlesnake, 10, 1, 1
6436, none, terralith:ashen_savanna, AMBIENT, minecraft:bat, 10, 8, 8
6437, none, terralith:ashen_savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6438, none, terralith:snowy_maple_forest, MONSTER, minecraft:spider, 80, 4, 4
6439, none, terralith:snowy_maple_forest, MONSTER, minecraft:zombie, 80, 4, 4
6440, none, terralith:snowy_maple_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
6441, none, terralith:snowy_maple_forest, MONSTER, minecraft:skeleton, 80, 4, 4
6442, none, terralith:snowy_maple_forest, MONSTER, minecraft:slime, 80, 4, 4
6443, none, terralith:snowy_maple_forest, MONSTER, minecraft:enderman, 5, 1, 4
6444, none, terralith:snowy_maple_forest, MONSTER, minecraft:witch, 5, 1, 1
6445, none, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
6446, none, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
6447, none, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
6448, none, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
6449, none, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
6450, none, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
6451, none, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
6452, none, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
6453, none, terralith:snowy_maple_forest, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
6454, none, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
6455, none, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
6456, none, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
6457, none, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
6458, none, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
6459, none, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
6460, none, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
6461, none, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
6462, none, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
6463, none, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
6464, none, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
6465, none, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
6466, none, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
6467, none, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
6468, none, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
6469, none, terralith:snowy_maple_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
6470, none, terralith:snowy_maple_forest, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
6471, none, terralith:snowy_maple_forest, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
6472, none, terralith:snowy_maple_forest, CREATURE, minecraft:sheep, 12, 8, 8
6473, none, terralith:snowy_maple_forest, CREATURE, minecraft:pig, 10, 8, 8
6474, none, terralith:snowy_maple_forest, CREATURE, minecraft:chicken, 10, 8, 8
6475, none, terralith:snowy_maple_forest, CREATURE, minecraft:cow, 10, 8, 8
6476, none, terralith:snowy_maple_forest, CREATURE, minecraft:horse, 10, 2, 6
6477, none, terralith:snowy_maple_forest, CREATURE, minecraft:donkey, 10, 1, 3
6478, none, terralith:snowy_maple_forest, CREATURE, naturalist:bear, 10, 1, 2
6479, none, terralith:snowy_maple_forest, CREATURE, naturalist:bluejay, 10, 1, 4
6480, none, terralith:snowy_maple_forest, AMBIENT, minecraft:bat, 10, 8, 8
6481, none, terralith:snowy_maple_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6482, none, terralith:snowy_shield, MONSTER, minecraft:spider, 80, 4, 4
6483, none, terralith:snowy_shield, MONSTER, minecraft:zombie, 80, 4, 4
6484, none, terralith:snowy_shield, MONSTER, minecraft:zombie_villager, 10, 1, 1
6485, none, terralith:snowy_shield, MONSTER, minecraft:skeleton, 80, 4, 4
6486, none, terralith:snowy_shield, MONSTER, minecraft:slime, 80, 4, 4
6487, none, terralith:snowy_shield, MONSTER, minecraft:enderman, 5, 1, 4
6488, none, terralith:snowy_shield, MONSTER, minecraft:witch, 5, 1, 1
6489, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
6490, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
6491, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
6492, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
6493, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
6494, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
6495, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
6496, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
6497, none, terralith:snowy_shield, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
6498, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
6499, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
6500, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
6501, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
6502, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
6503, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
6504, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
6505, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
6506, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
6507, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
6508, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
6509, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
6510, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
6511, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
6512, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
6513, none, terralith:snowy_shield, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
6514, none, terralith:snowy_shield, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
6515, none, terralith:snowy_shield, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
6516, none, terralith:snowy_shield, CREATURE, minecraft:sheep, 12, 8, 8
6517, none, terralith:snowy_shield, CREATURE, minecraft:pig, 10, 8, 8
6518, none, terralith:snowy_shield, CREATURE, minecraft:chicken, 10, 8, 8
6519, none, terralith:snowy_shield, CREATURE, minecraft:cow, 10, 8, 8
6520, none, terralith:snowy_shield, CREATURE, minecraft:wolf, 10, 4, 4
6521, none, terralith:snowy_shield, CREATURE, minecraft:rabbit, 10, 2, 3
6522, none, terralith:snowy_shield, CREATURE, minecraft:fox, 10, 2, 4
6523, none, terralith:snowy_shield, CREATURE, naturalist:snail, 10, 1, 3
6524, none, terralith:snowy_shield, CREATURE, naturalist:bluejay, 10, 1, 4
6525, none, terralith:snowy_shield, CREATURE, naturalist:canary, 10, 1, 4
6526, none, terralith:snowy_shield, AMBIENT, minecraft:bat, 10, 8, 8
6527, none, terralith:snowy_shield, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6528, beach, terralith:gravel_beach, MONSTER, minecraft:spider, 80, 4, 4
6529, beach, terralith:gravel_beach, MONSTER, minecraft:zombie, 80, 4, 4
6530, beach, terralith:gravel_beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
6531, beach, terralith:gravel_beach, MONSTER, minecraft:skeleton, 80, 4, 4
6532, beach, terralith:gravel_beach, MONSTER, minecraft:slime, 80, 4, 4
6533, beach, terralith:gravel_beach, MONSTER, minecraft:enderman, 5, 1, 4
6534, beach, terralith:gravel_beach, MONSTER, minecraft:witch, 5, 1, 1
6535, beach, terralith:gravel_beach, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
6536, beach, terralith:gravel_beach, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
6537, beach, terralith:gravel_beach, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
6538, beach, terralith:gravel_beach, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
6539, beach, terralith:gravel_beach, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
6540, beach, terralith:gravel_beach, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
6541, beach, terralith:gravel_beach, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
6542, beach, terralith:gravel_beach, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
6543, beach, terralith:gravel_beach, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
6544, beach, terralith:gravel_beach, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
6545, beach, terralith:gravel_beach, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
6546, beach, terralith:gravel_beach, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
6547, beach, terralith:gravel_beach, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
6548, beach, terralith:gravel_beach, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
6549, beach, terralith:gravel_beach, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
6550, beach, terralith:gravel_beach, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
6551, beach, terralith:gravel_beach, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
6552, beach, terralith:gravel_beach, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
6553, beach, terralith:gravel_beach, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
6554, beach, terralith:gravel_beach, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
6555, beach, terralith:gravel_beach, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
6556, beach, terralith:gravel_beach, MONSTER, creeperoverhaul:beach_creeper, 75, 2, 2
6557, beach, terralith:gravel_beach, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
6558, beach, terralith:gravel_beach, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
6559, beach, terralith:gravel_beach, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
6560, beach, terralith:gravel_beach, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
6561, beach, terralith:gravel_beach, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
6562, beach, terralith:gravel_beach, CREATURE, minecraft:turtle, 10, 2, 5
6563, beach, terralith:gravel_beach, CREATURE, naturalist:coral_snake, 10, 1, 1
6564, beach, terralith:gravel_beach, AMBIENT, minecraft:bat, 10, 8, 8
6565, beach, terralith:gravel_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6566, taiga, terralith:yosemite_lowlands, MONSTER, minecraft:spider, 80, 4, 4
6567, taiga, terralith:yosemite_lowlands, MONSTER, minecraft:zombie, 80, 4, 4
6568, taiga, terralith:yosemite_lowlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
6569, taiga, terralith:yosemite_lowlands, MONSTER, minecraft:skeleton, 80, 4, 4
6570, taiga, terralith:yosemite_lowlands, MONSTER, minecraft:slime, 80, 4, 4
6571, taiga, terralith:yosemite_lowlands, MONSTER, minecraft:enderman, 5, 1, 4
6572, taiga, terralith:yosemite_lowlands, MONSTER, minecraft:witch, 5, 1, 1
6573, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
6574, taiga, terralith:yosemite_lowlands, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
6575, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
6576, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
6577, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
6578, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
6579, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
6580, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
6581, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
6582, taiga, terralith:yosemite_lowlands, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
6583, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
6584, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
6585, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
6586, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
6587, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
6588, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
6589, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
6590, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
6591, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
6592, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
6593, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
6594, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
6595, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
6596, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
6597, taiga, terralith:yosemite_lowlands, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
