1, none, minecraft:the_void, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
6962, none, terralith:basalt_cliffs, MONSTER, minecraft:enderman, 5, 1, 4
6963, none, terralith:basalt_cliffs, MONSTER, minecraft:witch, 5, 1, 1
6964, none, terralith:basalt_cliffs, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
6965, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
6966, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
6967, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
6968, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
6969, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
6970, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
6971, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
6972, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
6973, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
6974, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
6975, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
6976, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
6977, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
6978, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
6979, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
6980, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
6981, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
6982, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
6983, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
6984, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
6985, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
6986, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
6987, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
6988, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
6989, none, terralith:basalt_cliffs, AMBIENT, minecraft:bat, 10, 8, 8
6990, none, terralith:basalt_cliffs, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6991, extreme_hills, terralith:caldera, MONSTER, minecraft:spider, 80, 4, 4
6992, extreme_hills, terralith:caldera, MONSTER, minecraft:zombie, 80, 4, 4
6993, extreme_hills, terralith:caldera, MONSTER, minecraft:zombie_villager, 10, 1, 1
6994, extreme_hills, terralith:caldera, MONSTER, minecraft:skeleton, 80, 4, 4
6995, extreme_hills, terralith:caldera, MONSTER, minecraft:creeper, 80, 4, 4
6996, extreme_hills, terralith:caldera, MONSTER, minecraft:slime, 80, 4, 4
6997, extreme_hills, terralith:caldera, MONSTER, minecraft:enderman, 5, 1, 4
6998, extreme_hills, terralith:caldera, MONSTER, minecraft:witch, 5, 1, 1
6999, extreme_hills, terralith:caldera, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
7000, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
7001, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
7002, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
7003, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
7004, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
7005, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
7006, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
7007, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
7008, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
7009, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
7010, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
7011, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
7012, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
7013, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
7014, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
7015, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
7016, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
7017, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
7018, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
7019, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
7020, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
7021, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
7022, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
7023, extreme_hills, terralith:caldera, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
7024, extreme_hills, terralith:caldera, CREATURE, minecraft:sheep, 12, 8, 8
7025, extreme_hills, terralith:caldera, CREATURE, minecraft:pig, 10, 8, 8
7026, extreme_hills, terralith:caldera, CREATURE, minecraft:chicken, 10, 8, 8
7027, extreme_hills, terralith:caldera, CREATURE, minecraft:cow, 10, 8, 8
7028, extreme_hills, terralith:caldera, CREATURE, minecraft:wolf, 10, 4, 4
7029, extreme_hills, terralith:caldera, CREATURE, minecraft:rabbit, 10, 2, 3
7030, extreme_hills, terralith:caldera, CREATURE, minecraft:fox, 10, 2, 4
7031, extreme_hills, terralith:caldera, CREATURE, naturalist:snail, 10, 1, 3
7032, extreme_hills, terralith:caldera, CREATURE, naturalist:robin, 10, 1, 4
7033, extreme_hills, terralith:caldera, CREATURE, naturalist:canary, 10, 1, 4
7034, extreme_hills, terralith:caldera, CREATURE, naturalist:bluejay, 10, 1, 4
7035, extreme_hills, terralith:caldera, AMBIENT, minecraft:bat, 10, 8, 8
7036, extreme_hills, terralith:caldera, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
7037, desert, terralith:desert_oasis, MONSTER, minecraft:spider, 80, 4, 4
7038, desert, terralith:desert_oasis, MONSTER, minecraft:zombie, 19, 4, 4
7039, desert, terralith:desert_oasis, MONSTER, minecraft:zombie_villager, 10, 1, 1
7040, desert, terralith:desert_oasis, MONSTER, minecraft:skeleton, 80, 4, 4
7041, desert, terralith:desert_oasis, MONSTER, minecraft:slime, 80, 4, 4
7042, desert, terralith:desert_oasis, MONSTER, minecraft:enderman, 5, 1, 4
7043, desert, terralith:desert_oasis, MONSTER, minecraft:witch, 5, 1, 1
7044, desert, terralith:desert_oasis, MONSTER, minecraft:husk, 80, 4, 4
7045, desert, terralith:desert_oasis, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
7046, desert, terralith:desert_oasis, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
7047, desert, terralith:desert_oasis, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
7048, desert, terralith:desert_oasis, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
7049, desert, terralith:desert_oasis, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
7050, desert, terralith:desert_oasis, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
7051, desert, terralith:desert_oasis, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
7052, desert, terralith:desert_oasis, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
7053, desert, terralith:desert_oasis, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
7054, desert, terralith:desert_oasis, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
7055, desert, terralith:desert_oasis, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
7056, desert, terralith:desert_oasis, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
7057, desert, terralith:desert_oasis, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
7058, desert, terralith:desert_oasis, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
7059, desert, terralith:desert_oasis, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
7060, desert, terralith:desert_oasis, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
7061, desert, terralith:desert_oasis, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
7062, desert, terralith:desert_oasis, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
7063, desert, terralith:desert_oasis, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
7064, desert, terralith:desert_oasis, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
7065, desert, terralith:desert_oasis, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
7066, desert, terralith:desert_oasis, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
7067, desert, terralith:desert_oasis, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
7068, desert, terralith:desert_oasis, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
7069, desert, terralith:desert_oasis, MONSTER, creeperoverhaul:desert_creeper, 75, 2, 2
7070, desert, terralith:desert_oasis, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
7071, desert, terralith:desert_oasis, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
7072, desert, terralith:desert_oasis, CREATURE, minecraft:rabbit, 10, 2, 3
7073, desert, terralith:desert_oasis, CREATURE, naturalist:cardinal, 10, 1, 4
7074, desert, terralith:desert_oasis, CREATURE, naturalist:vulture, 15, 2, 4
7075, desert, terralith:desert_oasis, CREATURE, naturalist:rattlesnake, 10, 1, 1
7076, desert, terralith:desert_oasis, AMBIENT, minecraft:bat, 10, 8, 8
7077, desert, terralith:desert_oasis, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
7078, none, endlessocean:ships_rest, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
7079, none, endlessocean:ships_rest, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
7080, none, endlessocean:ships_rest, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
7081, none, endlessocean:ships_rest, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
7082, none, endlessocean:ships_rest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
7083, none, endlessocean:ships_rest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
7084, none, endlessocean:ships_rest, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
7085, none, endlessocean:ships_rest, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
7086, none, endlessocean:ships_rest, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
7087, none, endlessocean:ships_rest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
7088, none, endlessocean:ships_rest, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
7089, none, endlessocean:ships_rest, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
7090, none, endlessocean:ships_rest, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
7091, none, endlessocean:ships_rest, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
7092, none, endlessocean:ships_rest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
7093, none, endlessocean:ships_rest, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
7094, none, endlessocean:ships_rest, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
7095, none, endlessocean:ships_rest, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
7096, none, endlessocean:ships_rest, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
7097, none, endlessocean:ships_rest, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
7098, none, endlessocean:ships_rest, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
7099, none, endlessocean:ships_rest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
7100, none, endlessocean:ships_rest, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
7101, none, endlessocean:ships_rest, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
7102, none, endlessocean:ships_rest, WATER_CREATURE, minecraft:squid, 10, 1, 1
7103, none, terralith:skylands_autumn, MONSTER, minecraft:spider, 80, 4, 4
7104, none, terralith:skylands_autumn, MONSTER, minecraft:zombie, 80, 4, 4
7105, none, terralith:skylands_autumn, MONSTER, minecraft:zombie_villager, 10, 1, 1
7106, none, terralith:skylands_autumn, MONSTER, minecraft:skeleton, 80, 4, 4
7107, none, terralith:skylands_autumn, MONSTER, minecraft:creeper, 80, 4, 4
7108, none, terralith:skylands_autumn, MONSTER, minecraft:slime, 80, 4, 4
7109, none, terralith:skylands_autumn, MONSTER, minecraft:enderman, 5, 1, 4
7110, none, terralith:skylands_autumn, MONSTER, minecraft:witch, 5, 1, 1
7111, none, terralith:skylands_autumn, MONSTER, minecraft:drowned, 10, 1, 1
7112, none, terralith:skylands_autumn, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
7113, none, terralith:skylands_autumn, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
7114, none, terralith:skylands_autumn, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
7115, none, terralith:skylands_autumn, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
7116, none, terralith:skylands_autumn, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
7117, none, terralith:skylands_autumn, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
7118, none, terralith:skylands_autumn, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
7119, none, terralith:skylands_autumn, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
7120, none, terralith:skylands_autumn, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
7121, none, terralith:skylands_autumn, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
7122, none, terralith:skylands_autumn, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
7123, none, terralith:skylands_autumn, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
7124, none, terralith:skylands_autumn, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
7125, none, terralith:skylands_autumn, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
7126, none, terralith:skylands_autumn, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
7127, none, terralith:skylands_autumn, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
7128, none, terralith:skylands_autumn, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
7129, none, terralith:skylands_autumn, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
7130, none, terralith:skylands_autumn, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
7131, none, terralith:skylands_autumn, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
7132, none, terralith:skylands_autumn, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
7133, none, terralith:skylands_autumn, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
7134, none, terralith:skylands_autumn, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
7135, none, terralith:skylands_autumn, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
7136, none, terralith:skylands_autumn, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
7137, none, terralith:skylands_autumn, CREATURE, minecraft:sheep, 12, 4, 4
7138, none, terralith:skylands_autumn, CREATURE, minecraft:cow, 10, 4, 4
7139, none, terralith:skylands_autumn, CREATURE, minecraft:goat, 10, 2, 3
7140, none, terralith:skylands_autumn, CREATURE, minecraft:fox, 10, 2, 3
7141, none, terralith:skylands_autumn, CREATURE, naturalist:snail, 10, 1, 3
7142, none, terralith:skylands_autumn, CREATURE, naturalist:butterfly, 10, 1, 3
7143, none, terralith:skylands_autumn, CREATURE, naturalist:bear, 10, 1, 2
7144, none, terralith:skylands_autumn, CREATURE, naturalist:deer, 10, 1, 3
7145, none, terralith:skylands_autumn, CREATURE, naturalist:cardinal, 10, 1, 4
7146, none, terralith:skylands_autumn, CREATURE, naturalist:robin, 10, 1, 4
7147, none, terralith:skylands_autumn, CREATURE, naturalist:snake, 10, 1, 1
7148, none, terralith:skylands_autumn, AMBIENT, minecraft:bat, 10, 8, 8
7149, none, terralith:skylands_autumn, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
7150, none, terralith:skylands_autumn, WATER_CREATURE, minecraft:squid, 10, 1, 4
7151, none, terralith:skylands_autumn, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
7152, none, terralith:skylands_autumn, WATER_AMBIENT, minecraft:cod, 10, 3, 6
7153, none, terralith:skylands_autumn, fireflies, naturalist:firefly, 10, 2, 3
7154, none, terralith:glacial_chasm, MONSTER, minecraft:spider, 80, 4, 4
7155, none, terralith:glacial_chasm, MONSTER, minecraft:zombie, 80, 4, 4
7156, none, terralith:glacial_chasm, MONSTER, minecraft:zombie_villager, 10, 1, 1
7157, none, terralith:glacial_chasm, MONSTER, minecraft:skeleton, 20, 4, 4
7158, none, terralith:glacial_chasm, MONSTER, minecraft:creeper, 80, 4, 4
7159, none, terralith:glacial_chasm, MONSTER, minecraft:slime, 80, 4, 4
7160, none, terralith:glacial_chasm, MONSTER, minecraft:enderman, 5, 1, 4
7161, none, terralith:glacial_chasm, MONSTER, minecraft:witch, 5, 1, 1
7162, none, terralith:glacial_chasm, MONSTER, minecraft:stray, 80, 4, 4
7163, none, terralith:glacial_chasm, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
7164, none, terralith:glacial_chasm, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
7165, none, terralith:glacial_chasm, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
7166, none, terralith:glacial_chasm, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
7167, none, terralith:glacial_chasm, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
7168, none, terralith:glacial_chasm, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
7169, none, terralith:glacial_chasm, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
7170, none, terralith:glacial_chasm, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
7171, none, terralith:glacial_chasm, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
7172, none, terralith:glacial_chasm, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
7173, none, terralith:glacial_chasm, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
7174, none, terralith:glacial_chasm, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
7175, none, terralith:glacial_chasm, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
7176, none, terralith:glacial_chasm, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
7177, none, terralith:glacial_chasm, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
7178, none, terralith:glacial_chasm, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
7179, none, terralith:glacial_chasm, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
7180, none, terralith:glacial_chasm, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
7181, none, terralith:glacial_chasm, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
7182, none, terralith:glacial_chasm, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
7183, none, terralith:glacial_chasm, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
7184, none, terralith:glacial_chasm, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
7185, none, terralith:glacial_chasm, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
7186, none, terralith:glacial_chasm, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
7187, none, terralith:glacial_chasm, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
7188, none, terralith:glacial_chasm, CREATURE, minecraft:rabbit, 10, 2, 3
7189, none, terralith:glacial_chasm, CREATURE, minecraft:polar_bear, 10, 1, 2
7190, none, terralith:glacial_chasm, CREATURE, naturalist:snail, 10, 1, 3
7191, none, terralith:glacial_chasm, CREATURE, naturalist:robin, 10, 1, 4
7192, none, terralith:glacial_chasm, CREATURE, naturalist:canary, 10, 1, 4
7193, none, terralith:glacial_chasm, CREATURE, naturalist:bluejay, 10, 1, 4
7194, none, terralith:glacial_chasm, AMBIENT, minecraft:bat, 10, 8, 8
7195, none, terralith:glacial_chasm, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
7196, none, terralith:stony_spires, MONSTER, minecraft:spider, 80, 4, 4
7197, none, terralith:stony_spires, MONSTER, minecraft:zombie, 80, 4, 4
7198, none, terralith:stony_spires, MONSTER, minecraft:zombie_villager, 10, 1, 1
7199, none, terralith:stony_spires, MONSTER, minecraft:skeleton, 80, 4, 4
7200, none, terralith:stony_spires, MONSTER, minecraft:creeper, 80, 4, 4
7201, none, terralith:stony_spires, MONSTER, minecraft:slime, 80, 4, 4
7202, none, terralith:stony_spires, MONSTER, minecraft:enderman, 5, 1, 4
7203, none, terralith:stony_spires, MONSTER, minecraft:witch, 5, 1, 1
7204, none, terralith:stony_spires, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
7205, none, terralith:stony_spires, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
7206, none, terralith:stony_spires, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
7207, none, terralith:stony_spires, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
7208, none, terralith:stony_spires, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
7209, none, terralith:stony_spires, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
7210, none, terralith:stony_spires, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
7211, none, terralith:stony_spires, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
7212, none, terralith:stony_spires, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
7213, none, terralith:stony_spires, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
7214, none, terralith:stony_spires, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
7215, none, terralith:stony_spires, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
7216, none, terralith:stony_spires, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
7217, none, terralith:stony_spires, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
7218, none, terralith:stony_spires, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
7219, none, terralith:stony_spires, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
7220, none, terralith:stony_spires, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
7221, none, terralith:stony_spires, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
7222, none, terralith:stony_spires, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
7223, none, terralith:stony_spires, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
7224, none, terralith:stony_spires, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
7225, none, terralith:stony_spires, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
7226, none, terralith:stony_spires, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
7227, none, terralith:stony_spires, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
7228, none, terralith:stony_spires, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
7229, none, terralith:stony_spires, CREATURE, naturalist:snail, 10, 1, 3
7230, none, terralith:stony_spires, CREATURE, naturalist:robin, 10, 1, 4
7231, none, terralith:stony_spires, CREATURE, naturalist:canary, 10, 1, 4
7232, none, terralith:stony_spires, CREATURE, naturalist:bluejay, 10, 1, 4
7233, none, terralith:stony_spires, AMBIENT, minecraft:bat, 10, 8, 8
7234, none, terralith:stony_spires, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
7235, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:spider, 80, 4, 4
7236, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:zombie, 80, 4, 4
7237, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:zombie_villager, 10, 1, 1
7238, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
7239, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:creeper, 80, 4, 4
7240, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:slime, 80, 4, 4
7241, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:enderman, 5, 1, 4
7242, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:witch, 5, 1, 1
7243, extreme_hills, terralith:volcanic_peaks, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
7244, extreme_hills, terralith:volcanic_peaks, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
7245, extreme_hills, terralith:volcanic_peaks, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
7246, extreme_hills, terralith:volcanic_peaks, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
7247, extreme_hills, terralith:volcanic_peaks, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
7248, extreme_hills, terralith:volcanic_peaks, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
7249, extreme_hills, terralith:volcanic_peaks, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
7250, extreme_hills, terralith:volcanic_peaks, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
