1, none, minecraft:the_void, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
5306, forest, byg:redwood_thicket, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
5307, forest, byg:redwood_thicket, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
5308, forest, byg:redwood_thicket, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
5309, forest, byg:redwood_thicket, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5310, forest, byg:redwood_thicket, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
5311, forest, byg:redwood_thicket, CREATURE, minecraft:sheep, 12, 4, 4
5312, forest, byg:redwood_thicket, CREATURE, minecraft:pig, 10, 4, 4
5313, forest, byg:redwood_thicket, CREATURE, minecraft:chicken, 10, 4, 4
5314, forest, byg:redwood_thicket, CREATURE, minecraft:cow, 10, 4, 4
5315, forest, byg:redwood_thicket, CREATURE, minecraft:wolf, 10, 4, 4
5316, forest, byg:redwood_thicket, CREATURE, naturalist:snail, 10, 1, 3
5317, forest, byg:redwood_thicket, CREATURE, minecraft:rabbit, 10, 2, 3
5318, forest, byg:redwood_thicket, CREATURE, naturalist:snake, 10, 1, 1
5319, forest, byg:redwood_thicket, CREATURE, naturalist:robin, 10, 1, 4
5320, forest, byg:redwood_thicket, CREATURE, naturalist:deer, 10, 1, 3
5321, forest, byg:redwood_thicket, CREATURE, minecraft:fox, 10, 2, 4
5322, forest, byg:redwood_thicket, CREATURE, naturalist:butterfly, 10, 1, 3
5323, forest, byg:redwood_thicket, CREATURE, naturalist:bear, 10, 1, 2
5324, forest, byg:redwood_thicket, CREATURE, naturalist:cardinal, 10, 1, 4
5325, forest, byg:redwood_thicket, AMBIENT, minecraft:bat, 10, 8, 8
5326, forest, byg:redwood_thicket, fireflies, naturalist:firefly, 10, 2, 3
5327, icy, byg:frosted_taiga, MONSTER, minecraft:spider, 80, 4, 4
5328, icy, byg:frosted_taiga, MONSTER, minecraft:zombie, 80, 4, 4
5329, icy, byg:frosted_taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
5330, icy, byg:frosted_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
5331, icy, byg:frosted_taiga, MONSTER, minecraft:slime, 80, 4, 4
5332, icy, byg:frosted_taiga, MONSTER, minecraft:enderman, 5, 1, 4
5333, icy, byg:frosted_taiga, MONSTER, minecraft:witch, 5, 1, 1
5334, icy, byg:frosted_taiga, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
5335, icy, byg:frosted_taiga, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
5336, icy, byg:frosted_taiga, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
5337, icy, byg:frosted_taiga, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
5338, icy, byg:frosted_taiga, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5339, icy, byg:frosted_taiga, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
5340, icy, byg:frosted_taiga, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
5341, icy, byg:frosted_taiga, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
5342, icy, byg:frosted_taiga, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
5343, icy, byg:frosted_taiga, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
5344, icy, byg:frosted_taiga, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
5345, icy, byg:frosted_taiga, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
5346, icy, byg:frosted_taiga, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
5347, icy, byg:frosted_taiga, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
5348, icy, byg:frosted_taiga, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
5349, icy, byg:frosted_taiga, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
5350, icy, byg:frosted_taiga, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
5351, icy, byg:frosted_taiga, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
5352, icy, byg:frosted_taiga, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
5353, icy, byg:frosted_taiga, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
5354, icy, byg:frosted_taiga, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
5355, icy, byg:frosted_taiga, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
5356, icy, byg:frosted_taiga, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
5357, icy, byg:frosted_taiga, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
5358, icy, byg:frosted_taiga, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
5359, icy, byg:frosted_taiga, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5360, icy, byg:frosted_taiga, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
5361, icy, byg:frosted_taiga, CREATURE, minecraft:sheep, 12, 4, 4
5362, icy, byg:frosted_taiga, CREATURE, minecraft:pig, 10, 4, 4
5363, icy, byg:frosted_taiga, CREATURE, minecraft:chicken, 10, 4, 4
5364, icy, byg:frosted_taiga, CREATURE, minecraft:cow, 10, 4, 4
5365, icy, byg:frosted_taiga, CREATURE, minecraft:wolf, 10, 4, 4
5366, icy, byg:frosted_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
5367, icy, byg:frosted_taiga, CREATURE, minecraft:fox, 10, 2, 4
5368, icy, byg:frosted_taiga, CREATURE, naturalist:bluejay, 10, 1, 4
5369, icy, byg:frosted_taiga, AMBIENT, minecraft:bat, 10, 8, 8
5370, icy, byg:frosted_coniferous_forest, MONSTER, minecraft:spider, 80, 4, 4
5371, icy, byg:frosted_coniferous_forest, MONSTER, minecraft:husk, 80, 4, 4
5372, icy, byg:frosted_coniferous_forest, MONSTER, minecraft:skeleton, 80, 4, 4
5373, icy, byg:frosted_coniferous_forest, MONSTER, minecraft:zombie_villager, 25, 1, 1
5374, icy, byg:frosted_coniferous_forest, MONSTER, minecraft:slime, 80, 4, 4
5375, icy, byg:frosted_coniferous_forest, MONSTER, minecraft:enderman, 5, 1, 4
5376, icy, byg:frosted_coniferous_forest, MONSTER, minecraft:witch, 5, 1, 1
5377, icy, byg:frosted_coniferous_forest, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
5378, icy, byg:frosted_coniferous_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
5379, icy, byg:frosted_coniferous_forest, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
5380, icy, byg:frosted_coniferous_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
5381, icy, byg:frosted_coniferous_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5382, icy, byg:frosted_coniferous_forest, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
5383, icy, byg:frosted_coniferous_forest, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
5384, icy, byg:frosted_coniferous_forest, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
5385, icy, byg:frosted_coniferous_forest, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
5386, icy, byg:frosted_coniferous_forest, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
5387, icy, byg:frosted_coniferous_forest, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
5388, icy, byg:frosted_coniferous_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
5389, icy, byg:frosted_coniferous_forest, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
5390, icy, byg:frosted_coniferous_forest, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
5391, icy, byg:frosted_coniferous_forest, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
5392, icy, byg:frosted_coniferous_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
5393, icy, byg:frosted_coniferous_forest, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
5394, icy, byg:frosted_coniferous_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
5395, icy, byg:frosted_coniferous_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
5396, icy, byg:frosted_coniferous_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
5397, icy, byg:frosted_coniferous_forest, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
5398, icy, byg:frosted_coniferous_forest, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
5399, icy, byg:frosted_coniferous_forest, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
5400, icy, byg:frosted_coniferous_forest, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
5401, icy, byg:frosted_coniferous_forest, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
5402, icy, byg:frosted_coniferous_forest, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
5403, icy, byg:frosted_coniferous_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5404, icy, byg:frosted_coniferous_forest, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
5405, icy, byg:frosted_coniferous_forest, CREATURE, minecraft:sheep, 12, 4, 4
5406, icy, byg:frosted_coniferous_forest, CREATURE, minecraft:pig, 10, 4, 4
5407, icy, byg:frosted_coniferous_forest, CREATURE, minecraft:chicken, 10, 4, 4
5408, icy, byg:frosted_coniferous_forest, CREATURE, minecraft:cow, 10, 4, 4
5409, icy, byg:frosted_coniferous_forest, CREATURE, minecraft:wolf, 10, 4, 4
5410, icy, byg:frosted_coniferous_forest, CREATURE, minecraft:rabbit, 10, 2, 3
5411, icy, byg:frosted_coniferous_forest, CREATURE, minecraft:fox, 10, 2, 4
5412, icy, byg:frosted_coniferous_forest, CREATURE, naturalist:bluejay, 10, 1, 4
5413, icy, byg:frosted_coniferous_forest, CREATURE, naturalist:bear, 10, 1, 2
5414, icy, byg:frosted_coniferous_forest, AMBIENT, minecraft:bat, 10, 8, 8
5415, forest, byg:fragment_forest, MONSTER, minecraft:spider, 80, 4, 4
5416, forest, byg:fragment_forest, MONSTER, minecraft:zombie, 80, 4, 4
5417, forest, byg:fragment_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
5418, forest, byg:fragment_forest, MONSTER, minecraft:skeleton, 80, 4, 4
5419, forest, byg:fragment_forest, MONSTER, minecraft:creeper, 80, 4, 4
5420, forest, byg:fragment_forest, MONSTER, minecraft:slime, 80, 4, 4
5421, forest, byg:fragment_forest, MONSTER, minecraft:enderman, 5, 1, 4
5422, forest, byg:fragment_forest, MONSTER, minecraft:witch, 5, 1, 1
5423, forest, byg:fragment_forest, MONSTER, minecraft:ocelot, 10, 1, 1
5424, forest, byg:fragment_forest, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
5425, forest, byg:fragment_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
5426, forest, byg:fragment_forest, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
5427, forest, byg:fragment_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
5428, forest, byg:fragment_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5429, forest, byg:fragment_forest, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
5430, forest, byg:fragment_forest, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
5431, forest, byg:fragment_forest, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
5432, forest, byg:fragment_forest, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
5433, forest, byg:fragment_forest, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
5434, forest, byg:fragment_forest, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
5435, forest, byg:fragment_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
5436, forest, byg:fragment_forest, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
5437, forest, byg:fragment_forest, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
5438, forest, byg:fragment_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
5439, forest, byg:fragment_forest, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
5440, forest, byg:fragment_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
5441, forest, byg:fragment_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
5442, forest, byg:fragment_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
5443, forest, byg:fragment_forest, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
5444, forest, byg:fragment_forest, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
5445, forest, byg:fragment_forest, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
5446, forest, byg:fragment_forest, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
5447, forest, byg:fragment_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5448, forest, byg:fragment_forest, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
5449, forest, byg:fragment_forest, CREATURE, minecraft:sheep, 12, 4, 4
5450, forest, byg:fragment_forest, CREATURE, minecraft:pig, 10, 4, 4
5451, forest, byg:fragment_forest, CREATURE, minecraft:chicken, 10, 4, 4
5452, forest, byg:fragment_forest, CREATURE, minecraft:cow, 10, 4, 4
5453, forest, byg:fragment_forest, CREATURE, minecraft:parrot, 40, 1, 2
5454, forest, byg:fragment_forest, CREATURE, minecraft:chicken, 10, 4, 4
5455, forest, byg:fragment_forest, CREATURE, naturalist:snail, 10, 1, 3
5456, forest, byg:fragment_forest, CREATURE, minecraft:rabbit, 10, 2, 3
5457, forest, byg:fragment_forest, CREATURE, naturalist:snake, 10, 1, 1
5458, forest, byg:fragment_forest, CREATURE, naturalist:robin, 10, 1, 4
5459, forest, byg:fragment_forest, CREATURE, naturalist:deer, 10, 1, 3
5460, forest, byg:fragment_forest, CREATURE, minecraft:fox, 10, 2, 4
5461, forest, byg:fragment_forest, CREATURE, naturalist:butterfly, 10, 1, 3
5462, forest, byg:fragment_forest, CREATURE, naturalist:bear, 10, 1, 2
5463, forest, byg:fragment_forest, CREATURE, naturalist:cardinal, 10, 1, 4
5464, forest, byg:fragment_forest, AMBIENT, minecraft:bat, 10, 8, 8
5465, forest, byg:fragment_forest, fireflies, naturalist:firefly, 10, 2, 3
5466, none, byg:tropical_rainforest, MONSTER, minecraft:spider, 80, 4, 4
5467, none, byg:tropical_rainforest, MONSTER, minecraft:zombie, 80, 4, 4
5468, none, byg:tropical_rainforest, MONSTER, minecraft:zombie_villager, 10, 1, 1
5469, none, byg:tropical_rainforest, MONSTER, minecraft:skeleton, 80, 4, 4
5470, none, byg:tropical_rainforest, MONSTER, minecraft:creeper, 80, 4, 4
5471, none, byg:tropical_rainforest, MONSTER, minecraft:slime, 80, 4, 4
5472, none, byg:tropical_rainforest, MONSTER, minecraft:enderman, 5, 1, 4
5473, none, byg:tropical_rainforest, MONSTER, minecraft:witch, 5, 1, 1
5474, none, byg:tropical_rainforest, MONSTER, minecraft:ocelot, 10, 1, 1
5475, none, byg:tropical_rainforest, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
5476, none, byg:tropical_rainforest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
5477, none, byg:tropical_rainforest, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
5478, none, byg:tropical_rainforest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
5479, none, byg:tropical_rainforest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5480, none, byg:tropical_rainforest, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
5481, none, byg:tropical_rainforest, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
5482, none, byg:tropical_rainforest, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
5483, none, byg:tropical_rainforest, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
5484, none, byg:tropical_rainforest, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
5485, none, byg:tropical_rainforest, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
5486, none, byg:tropical_rainforest, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
5487, none, byg:tropical_rainforest, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
5488, none, byg:tropical_rainforest, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
5489, none, byg:tropical_rainforest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
5490, none, byg:tropical_rainforest, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
5491, none, byg:tropical_rainforest, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
5492, none, byg:tropical_rainforest, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
5493, none, byg:tropical_rainforest, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
5494, none, byg:tropical_rainforest, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
5495, none, byg:tropical_rainforest, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
5496, none, byg:tropical_rainforest, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
5497, none, byg:tropical_rainforest, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
5498, none, byg:tropical_rainforest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5499, none, byg:tropical_rainforest, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
5500, none, byg:tropical_rainforest, CREATURE, minecraft:sheep, 12, 4, 4
5501, none, byg:tropical_rainforest, CREATURE, minecraft:pig, 10, 4, 4
5502, none, byg:tropical_rainforest, CREATURE, minecraft:chicken, 10, 4, 4
5503, none, byg:tropical_rainforest, CREATURE, minecraft:cow, 10, 4, 4
5504, none, byg:tropical_rainforest, CREATURE, minecraft:parrot, 40, 1, 2
5505, none, byg:tropical_rainforest, CREATURE, minecraft:chicken, 10, 4, 4
5506, none, byg:tropical_rainforest, AMBIENT, minecraft:bat, 10, 8, 8
5507, none, byg:twilight_meadow, MONSTER, minecraft:spider, 80, 4, 4
5508, none, byg:twilight_meadow, MONSTER, minecraft:zombie, 80, 4, 4
5509, none, byg:twilight_meadow, MONSTER, minecraft:zombie_villager, 10, 1, 1
5510, none, byg:twilight_meadow, MONSTER, minecraft:skeleton, 80, 4, 4
5511, none, byg:twilight_meadow, MONSTER, minecraft:creeper, 80, 4, 4
5512, none, byg:twilight_meadow, MONSTER, minecraft:slime, 80, 4, 4
5513, none, byg:twilight_meadow, MONSTER, minecraft:enderman, 5, 1, 4
5514, none, byg:twilight_meadow, MONSTER, minecraft:witch, 5, 1, 1
5515, none, byg:twilight_meadow, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
5516, none, byg:twilight_meadow, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
5517, none, byg:twilight_meadow, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
5518, none, byg:twilight_meadow, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
5519, none, byg:twilight_meadow, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5520, none, byg:twilight_meadow, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
5521, none, byg:twilight_meadow, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
5522, none, byg:twilight_meadow, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
5523, none, byg:twilight_meadow, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
5524, none, byg:twilight_meadow, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
5525, none, byg:twilight_meadow, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
5526, none, byg:twilight_meadow, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
5527, none, byg:twilight_meadow, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
5528, none, byg:twilight_meadow, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
5529, none, byg:twilight_meadow, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
5530, none, byg:twilight_meadow, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
5531, none, byg:twilight_meadow, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
5532, none, byg:twilight_meadow, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
5533, none, byg:twilight_meadow, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
5534, none, byg:twilight_meadow, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
5535, none, byg:twilight_meadow, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
5536, none, byg:twilight_meadow, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
5537, none, byg:twilight_meadow, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
5538, none, byg:twilight_meadow, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5539, none, byg:twilight_meadow, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
5540, none, byg:twilight_meadow, CREATURE, minecraft:fox, 10, 2, 4
5541, none, byg:twilight_meadow, CREATURE, minecraft:sheep, 12, 4, 4
5542, none, byg:twilight_meadow, CREATURE, minecraft:pig, 10, 4, 4
5543, none, byg:twilight_meadow, CREATURE, minecraft:chicken, 10, 4, 4
5544, none, byg:twilight_meadow, CREATURE, minecraft:cow, 10, 4, 4
5545, none, byg:twilight_meadow, CREATURE, minecraft:wolf, 10, 4, 4
5546, none, byg:twilight_meadow, AMBIENT, minecraft:bat, 10, 8, 8
5547, none, byg:weeping_witch_forest, MONSTER, minecraft:spider, 80, 4, 4
5548, none, byg:weeping_witch_forest, MONSTER, minecraft:zombie, 80, 4, 4
5549, none, byg:weeping_witch_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
5550, none, byg:weeping_witch_forest, MONSTER, minecraft:skeleton, 80, 4, 4
5551, none, byg:weeping_witch_forest, MONSTER, minecraft:creeper, 80, 4, 4
5552, none, byg:weeping_witch_forest, MONSTER, minecraft:slime, 80, 4, 4
5553, none, byg:weeping_witch_forest, MONSTER, minecraft:enderman, 5, 1, 4
5554, none, byg:weeping_witch_forest, MONSTER, minecraft:witch, 5, 1, 1
5555, none, byg:weeping_witch_forest, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
5556, none, byg:weeping_witch_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
5557, none, byg:weeping_witch_forest, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
5558, none, byg:weeping_witch_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
5559, none, byg:weeping_witch_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5560, none, byg:weeping_witch_forest, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
5561, none, byg:weeping_witch_forest, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
5562, none, byg:weeping_witch_forest, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
5563, none, byg:weeping_witch_forest, MONSTER, born_in_chaos_v1:spiritual_guide, 12, 1, 1
5564, none, byg:weeping_witch_forest, MONSTER, born_in_chaos_v1:zombiesina_barrel, 16, 1, 1
5565, none, byg:weeping_witch_forest, MONSTER, born_in_chaos_v1:ser_pumpkinhead, 10, 1, 1
5566, none, byg:weeping_witch_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
5567, none, byg:weeping_witch_forest, MONSTER, fromtheshadows:nehemoth, 25, 1, 1
5568, none, byg:weeping_witch_forest, MONSTER, born_in_chaos_v1:skeleton_bomb, 10, 1, 1
5569, none, byg:weeping_witch_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
5570, none, byg:weeping_witch_forest, MONSTER, born_in_chaos_v1:baby_s_2, 15, 1, 1
5571, none, byg:weeping_witch_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
5572, none, byg:weeping_witch_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
5573, none, byg:weeping_witch_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
5574, none, byg:weeping_witch_forest, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
5575, none, byg:weeping_witch_forest, MONSTER, born_in_chaos_v1:supreme_bonecaller, 10, 1, 1
5576, none, byg:weeping_witch_forest, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
5577, none, byg:weeping_witch_forest, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
5578, none, byg:weeping_witch_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5579, none, byg:weeping_witch_forest, MONSTER, born_in_chaos_v1:wither_strider, 15, 1, 1
5580, none, byg:weeping_witch_forest, CREATURE, minecraft:sheep, 12, 4, 4
5581, none, byg:weeping_witch_forest, CREATURE, minecraft:pig, 10, 4, 4
5582, none, byg:weeping_witch_forest, CREATURE, minecraft:chicken, 10, 4, 4
5583, none, byg:weeping_witch_forest, CREATURE, minecraft:cow, 10, 4, 4
5584, none, byg:weeping_witch_forest, AMBIENT, minecraft:bat, 10, 8, 8
5585, none, byg:white_mangrove_marshes, MONSTER, minecraft:spider, 80, 4, 4
5586, none, byg:white_mangrove_marshes, MONSTER, minecraft:zombie, 80, 4, 4
5587, none, byg:white_mangrove_marshes, MONSTER, minecraft:zombie_villager, 10, 1, 1
5588, none, byg:white_mangrove_marshes, MONSTER, minecraft:skeleton, 80, 4, 4
5589, none, byg:white_mangrove_marshes, MONSTER, minecraft:creeper, 80, 4, 4
5590, none, byg:white_mangrove_marshes, MONSTER, minecraft:slime, 80, 4, 4
5591, none, byg:white_mangrove_marshes, MONSTER, minecraft:enderman, 5, 1, 4
5592, none, byg:white_mangrove_marshes, MONSTER, minecraft:witch, 5, 1, 1
5593, none, byg:white_mangrove_marshes, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 2
5594, none, byg:white_mangrove_marshes, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
5595, none, byg:white_mangrove_marshes, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
5596, none, byg:white_mangrove_marshes, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
5597, none, byg:white_mangrove_marshes, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5598, none, byg:white_mangrove_marshes, MONSTER, born_in_chaos_v1:zombieswith_door, 13, 1, 1
5599, none, byg:white_mangrove_marshes, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
5600, none, byg:white_mangrove_marshes, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
